"","bootDist_0_hipp","bootDist_0_hippxage","bootDist_1_vtc","bootDist_1_vtcxage","bootDist_1_hipp","bootDist_1_hippxage","bootDist_2_hipp","bootDist_2_hippxage","min_persub"
"1",0.40505648781642,0.0177876705659806,0.452194351088524,-0.0737254101843954,0.378855030204437,0.025296190612098,0.0603472250501409,-0.00959627063712722,33
"2",0.296794110958623,-0.0545860011306017,0.516434820459759,-0.122664756874961,0.28500941377657,-0.0523947039401493,0.0305477455396211,0.000908893405318348,29
"3",0.33887110772546,-0.0185739313796179,0.529315754357069,-0.116780582290156,0.31687366158849,-0.0111813737543433,0.0433699296407241,-0.00612898436622771,32
"4",0.363094811603511,-0.0126506471987702,0.526114427501265,-0.062070914822923,0.332425491505432,-0.0148708162139285,0.0559576524333895,0.00919542832540729,37
"5",0.38892437283984,0.0339384537976697,0.516868157572526,-0.0474743386904936,0.356963017395896,0.0525377429367476,0.0570914282045771,-0.0107441411283105,38
"6",0.349085175862279,0.0277909889679191,0.491878382038441,-0.113635260683229,0.32934762665882,0.0379951291360003,0.0422023479638355,-0.0151431880535746,43
"7",0.357962232766376,-0.0284615904226968,0.510046218435501,-0.0742454177335219,0.332833328529535,-0.0247541725767778,0.0614475458991977,-0.00031055492961595,36
"8",0.413873875100066,-0.0307630467669387,0.529968565729049,-0.0529521526449145,0.396788131425788,-0.0241247902880146,0.050997717279409,-0.00866082177385587,30
"9",0.368513401738248,-0.0389447906410887,0.478670423757768,-0.0387801871375305,0.349989720121047,-0.0256802828354405,0.0492108537608396,-0.0206631533378576,39
"10",0.34411051836311,-0.0414908955905024,0.490180012033608,-0.0928578532983683,0.329123279846189,-0.0390243684908197,0.045491704799708,0.000495826175914891,38
"11",0.310394824554643,-0.0488524327170266,0.498253906097638,-0.071525722077038,0.283130360505104,-0.0437862315327391,0.0507419550431045,-0.00117607426334995,34
"12",0.365537374492091,-0.0114273468526959,0.468299332582312,-0.0502910627909995,0.342340483717771,-0.00400514680383451,0.055122807188228,-0.00805436884009769,36
"13",0.370226644317993,-0.10296382730107,0.548607313933577,-0.132142187254913,0.348545016347489,-0.0927656998393807,0.038757067071291,-0.00692027656068343,29
"14",0.376732473232217,-0.0282930424727938,0.486990549829782,-0.128711667322198,0.360758711506345,-0.0296915967110507,0.0371078393842182,0.000128718944090115,40
"15",0.363703312335569,-0.0141814882776636,0.466629978808882,-0.0822818515507918,0.346795822643728,-0.0119686144323769,0.0395607384187482,0.00103375481630799,30
"16",0.353471983784142,-0.0713054346055502,0.50925602658298,-0.136538070625172,0.327365324939033,-0.0453379202099671,0.0555321883944067,-0.0345889595649659,32
"17",0.359451555102658,-0.06068135762088,0.45856786815117,-0.0846245001765007,0.346562609718084,-0.0482044696656439,0.0492634517761041,-0.0114994783992757,34
"18",0.358756475689125,-0.0388410875452735,0.475613755181396,-0.0753036784627735,0.341942010837108,-0.0261264539544371,0.0485407829137235,-0.00532554939672757,35
"19",0.329714239378681,-0.0514281731889126,0.475222854212267,-0.127215764397048,0.293859678631591,-0.0449912358263971,0.0864378761496034,-0.000412957546829895,34
"20",0.344750460456818,-0.0250373659194557,0.472833213262472,-0.118928743406626,0.318177712906732,-0.0261287720470965,0.0560607275241746,0.0103884494093838,38
