"","bootDist_0_hipp","bootDist_0_hippxage","bootDist_1_ang","bootDist_1_angxage","bootDist_1_hipp","bootDist_1_hippxage","bootDist_2_hipp","bootDist_2_hippxage","min_persub"
"1",0.344346130605427,0.0062935631415131,0.661897818831382,-0.0769319970000851,0.352550337409119,0.00533332749373361,0.00601525089156568,-0.0154935994500159,37
"2",0.382835275300762,-0.0927600535045708,0.641491451234611,-0.127131011460596,0.379157138571855,-0.0930732481343492,0.0313251083174666,-0.0115278023173262,44
"3",0.370547702752247,-0.0589934168323889,0.665912342610155,-0.0676626498159349,0.353698902309631,-0.0436741966256235,0.0308981116238263,-0.0185359468528582,38
"4",0.349316026940996,-0.0166278913121686,0.641975383954175,-0.0753055229847533,0.322711239567518,0.000258051751071603,0.0460949354630623,-0.0349479691212823,29
"5",0.34905562126248,-0.0457829560831888,0.65842987127233,-0.0655422291243599,0.341993646516069,-0.0374874343986103,0.0183744460714093,-0.0199861262771206,39
"6",0.324334449361136,-0.0857631539418387,0.653048495149868,-0.0679380488285329,0.315032208812543,-0.0881186891827806,0.0255635222087004,-0.0077423582449447,40
"7",0.379959283688167,-0.0784337207824703,0.647049454126159,-0.068847661423845,0.376556613783337,-0.0782132273456051,0.0262432784125091,-0.0111220649292768,30
"8",0.37585796733088,0.0211983475698285,0.63842782089682,-0.0965605196840001,0.357137907419547,0.0270939313864855,0.0344721357296045,-0.00792587845399763,29
"9",0.359598198144184,0.0194774849419524,0.629817679682429,-0.0602354772782855,0.351127697216165,0.0142160279102264,0.0278459081033045,-0.00684750697193296,40
"10",0.344432621606977,-0.0534328889359496,0.653841946001683,-0.0946831587663181,0.328611993060383,-0.0485802513241978,0.0393811493721219,-0.0207375521132507,34
"11",0.39693742039591,-0.0381314991811184,0.655435267902251,-0.0889501192607762,0.384716155078383,-0.036492659444009,0.0280824404471404,-0.0101322616899635,32
"12",0.369959722843329,-0.0146488049587646,0.630069978677502,-0.0607369860739184,0.358298071773362,-0.01439257118864,0.0322179312370687,-0.00207796150715949,50
"13",0.360389993559298,-0.0623268724485277,0.701292350551913,-0.0860850314495414,0.342248491194554,-0.0550721581701468,0.0362495505484199,-0.0118407721708406,38
"14",0.324840870881404,-0.0209098142527315,0.642411560091624,-0.0812884476251079,0.312083056062478,-0.0290134412722826,0.0307150495685092,0.0154309383651342,38
"15",0.351586397428186,-0.00888652463886596,0.648565846122741,-0.0925775020592279,0.335762466413209,0.00163357834213245,0.0339890754681745,-0.0101193670649584,45
"16",0.391741094613446,-0.0249738347286371,0.615453792411283,-0.0799516318091451,0.387638114885571,-0.0290669836772393,0.0226323372718253,0.0134372289420597,42
"17",0.310627260402487,-0.0364035852713521,0.65165757370562,-0.102827984391807,0.305130124590477,-0.0411914285759073,0.0218254695271522,0.000395950862301374,42
"18",0.327584250870282,-0.0127601067083232,0.62699420583243,-0.116036179223673,0.309046244906702,-0.00703989377743314,0.0230598740629544,-0.00104446817081435,35
"19",0.354196947001481,-0.0780766864744808,0.664575843061932,-0.102884856451071,0.350293541667257,-0.0784017958698846,0.0147256914762236,-0.0119068223524353,33
"20",0.356932138485307,-0.0551593117297221,0.583636725376341,-0.025874513653184,0.327588130584569,-0.0664677798508045,0.0488185895271726,0.0053136092946242,44
"21",0.340393389982184,-0.0262720953592044,0.664154186439841,-0.0483187396649269,0.309696102399713,-0.00682470709948115,0.0461126973380806,-0.0215054250837374,32
"22",0.326774909690944,-0.0543622859949475,0.66080401506841,-0.089969906079532,0.319708293273895,-0.0598939472858653,0.017153179714181,-0.00113213490954731,32
"23",0.382658335455937,0.00389144909559628,0.636917310811896,-0.0434634606027457,0.371390457283392,0.0025238789218566,0.0331598683049238,-0.00570343593368176,28
"24",0.346669983985722,-0.0190942194179912,0.615092660145718,-0.103786323810489,0.342255320255407,-0.0124532496426648,0.0298236730176823,-0.018780487535947,38
